retrieval_gt,qid,query,generation_gt
[['cfc3b09a-90bb-46c0-97d0-50ed9d1ec753']],83bafa89-8601-4803-ad6e-2e56e8f6b521,"카티(CAR-T)항암약물허가치료특약(무배당, 갱신형)의 가입액은 얼마인가?","['1,217.']"
[['1e79fb02-28e8-4e24-9124-994e41d5c5c1']],173dc4e9-7e46-407b-993d-7aa5253632c1,"간편일반암진단특약Plus(무배당, 해약환급금 미지급형)의 보험기간 내 암진단급여금이 지급되는 경우는 어떤 경우인가요?","['특약보험기간 중 피보험자가 ""암"" 중증 갑상선암 또는 ""여성유방암 및 전립선암"" 이외의 암으로 진단확정되었을 때 지급됩니다.']"
[['924fc61d-d1e0-45bd-af35-42b1f8f04e6d']],185f6dcd-b494-4c2c-9e3f-c24def8b54fc,이 특약의 피보험자가 특약보험기간 중 사망하여 특약이 소멸하는 경우에는 어떤 금액을 지급받을 수 있나요?,['이 특약이 소멸하는 경우에는 계약자적립액 등을 지급받을 수 없습니다.']
[['f4149478-5981-4f47-af9e-276d3594e7df']],3cddea34-09c0-4856-baf3-d6a102d306e9,"""중증 갑상선암""을 제외한 갑상선암을 무엇이라고 하는가?","[""그것을 '함은'이라고 말합니다.""]"
[['69a875ba-90a9-44f1-9ec1-5cd3a3ee8e94']],4e345082-9217-4d0b-a865-e51dddc5b4ec,어떤 경우에 차회 이후의 대상계약의 보험료가 면제될 수 있는가?,['이후에 보험료납입면제가 이루어진 후에는 차회 이후의 대상계약의 보험료가 면제될 수 있습니다.']
[['cfb09689-4b73-49d5-a3e4-5edd1d6c7d2e']],6bd97013-b2ed-4c55-8ed4-0fc616dbf477,4종 보장계약 보장계약에서 수술 특약보험가입금액의 얼마가 지급되는가?,"['수술 특약보험가입금액의 10%가 지급되며, ""간편심사형""에 한하여 최초계약의 간편심사형에는 다만 5%가 추가로 지급됩니다.']"
[['89fbb64e-cb3b-4467-91e5-afa048b58ddb']],5fb0df8c-d195-4416-a651-8353bde945ac,계약의 보장개시일부터 부활(효력회복)청약일까지 몇 일이 지나야 부활(효력회복) 계약의 자살한 경우 사망보험금을 지급받을 수 있을까요?,['계약의 보장개시일부터 부활(효력회복)청약일까지 3년이 지나야 부활(효력회복) 계약의 자살한 경우 사망보험금을 지급받을 수 있습니다.']
[['758b282f-7e3a-4c00-bbd0-9468ccdcdb56']],1c3fedab-d285-4438-b7c5-9bd0f58dff84,보험상품에 대한 보험소비자의 권익보호를 위해 반드시 확인해야 하는 필수비교 확인사항은 무엇인가요?,"['성별, 나이, 납입 방식, 주계약 보험가입금액 등의 사항을 확인해야 합니다.']"
[['9730d6b4-391a-42c8-b57f-57056fff89c1']],6dd3a48d-9b44-4f18-bd05-612ce2005014,신한라이프의 질병장해특약은 무엇인가?,"['[3~100%장해형]질병장해특약(무배당, 갱신형).']"
[['e7c69269-e384-4295-aee4-8ffa2591e8ce']],affa5559-73f8-4116-988b-9fd423369705,갱신형 특약의 갱신종료나이가 도래할 경우에는 보험료를 어떻게 납입해야 하는가?,['각 특약의 갱신종료나이가 도래할 경우에는 해당 특약을 종료하거나 갱신하여납입해야 합니다.']
[['a9194427-b3d2-416b-9e31-ef9275662049']],718d6fd8-990e-4050-bc9e-7e5ca7c349e1,간편 첫날부터중환자실입원특약 무배당 해약환급금 미지급형의 특약보험가입금액의 1%에 해당하는 경우 어떤 사유에 대해 지급을 받을 수 있는가?,['1년 미만에 재해 이외의 원인으로 발생한 경우.']
[['6c62d5ba-1dc8-458f-b492-c756539bd272']],44662934-cf44-471e-bc5e-477e4679862f,신한간편가입큐브종합건강보장보험은 어떤 형태의 상품인가요?,"['무배당, 해약환급금 미지급형입니다.']"
[['e9be1f97-e879-488e-aec3-ff72da231146']],393d061e-26d5-4181-97c6-61ca10f2176b,이 특약의 보험금 지급사유가 더 이상 발생할 수 없는 경우 이 특약은 어떻게 처리되나요?,['그때부터 더 이상 효력이 없어 회사가 적립을 합니다.']
[['d632bc6c-5987-4ca5-8084-72399334f91b']],99b8ee18-30a4-45f2-a7c6-e04a01e5202c,어떤 경우에 보험금을 지급하지 않거나 보험료의 납입을 면제하지 않는 것인가?,['보험금 지급사유가 발생하지 않거나 보험료 납입면제 사유가 발생하지 않을 때.']
[['1fbbcf8e-e7d4-4c2d-8dd1-fa24d18fef7b']],a126d44a-e26a-4708-b9c2-ce9daebd0083,간병인사용입원(요양병원) 보장계약의 가입금액 기준은 어떻게 되는가?,['100만원.']
[['309338f4-31c2-4db8-890b-f8ab16fb6fd0']],aa99d812-657e-4d98-b29c-041a1ae36778,암생활비보장급여금의 진단확정을 받을 수 있는 질병 중 여성유방암과 전립선암 이외의 암은 무엇인가요?,['중증 갑상선암입니다.']
[['7b9ddd44-a1e7-4a9c-8b67-e8eb53340ddb']],877e2eab-cc5f-437f-a253-4ccc7509ebb8,특약보험기간 중 피보험자의 사망으로 이 특약이 소멸하는 경우에는 어떤 금액을 지급하지 않게 되는가?,['계약자적립액 등을 지급하지 않습니다.']
[['24bc6596-e1b3-46ad-8fc2-439cb6d4b034']],28ef1dc9-1861-48e0-b9eb-e040282ddb4e,암입원급여금의 특약보험기간 중 암의 경우 진단확정 일은 어떻게 되는가?,['암의 경우 진단확정일은 암보장개시일 이후로 정해진다.']
[['9491f219-69b4-4b9e-a5e0-88325b0ab7be']],2b5953ad-782c-4bc7-b547-e9c754786c86,종합병원암주요치료플러스특약의 특징은 무엇인가?,['무배당 갱신형 제품으로 무배당 간편 종합병원암주요치료플러스특약을 제공합니다.']
[['31f27f7f-bb65-44d0-8b96-678194b4213f']],a658ad61-82a8-4f58-9e5e-49cb351e4ca3,계약자 또는 피보험자의 가족에 해당되는 관계는 무엇들이 있는가?,"['가족관계등록부상 또는 주민등록부상의 배우자, 부모, 자녀를 말한다.']"
[['6133b35d-9944-449e-95ee-408339c039d2']],38d5ad21-50f7-4ced-a4ea-d88cd3e31ec9,특약보험기간 중 피보험자의 사망으로 특약이 소멸할 경우에 계약자적립액 등은 지급되나요?,"['아니요, 특약이 소멸하는 경우 계약자적립액 등은 지급되지 않습니다.']"
[['641497a2-a319-44a2-be95-288c75e9c6b5']],0297fcaa-ccc8-4d18-a02d-a12a566855eb,신한생명 1530 상품의 고객센터 전화번호는 무엇인가?,['1529.']
[['4b1572f0-f1db-430d-bb6a-bd31a9377acf']],a3038f31-6451-4c41-ba06-9bab9a891f05,"뇌혈관질환진단특약Plus50(무배당, 해약환급금 미지급형)의 보험종목의 명칭은 무엇인가?",['753(간편)뇌혈관질환진단특약Plus50.']
[['b09da500-8f3a-495c-b460-fcd056ef7c2f']],2345eaf5-f77a-401c-ba9a-34e6720062e3,허혈심장질환진단특약에서 진단확정이 되었을 때 지급되는 금액은 얼마인가?,['특약보험가입금액의 100%.']
[['feba3063-4896-442d-8c54-89339d4196b3']],da0e5dc8-d8e4-47bf-b0e8-c0295c9e96c9,계약일부터 1년이 되는 시점의 계약해당일의 전날까지는 무엇을 의미하는가?,['년 미만.']
[['f0076e8f-c60b-4045-bd30-155e7e794c2f']],bf0d7c65-0bea-47b2-9cc2-9b85d581661a,"뇌출혈진단특약(무배당, 해약환급금 미지급형)의 특약보험가입금액의 100%를 언제 지급하는가?","['피보험자가 뇌출혈로 진단확정 되었을 때, 계약일부터 1년 미만에 지급사유가 발생한 경우.']"
[['044864eb-7fa4-422e-8694-5a0e11bf03c3']],366203a6-b639-4bce-a87a-e2f0d5f135ff,"이 특약의 ""암""은 어떤 암을 제외한 것을 말하는가?","['“기타피부암, 갑상선암, 여성유방암, 전립선암”을 제외한 암을 말한다.']"
[['7b07dadf-5921-4ea1-9626-094b8d860be0']],8f2d8fd7-5226-46df-b8b3-08b7a008a469,보험계약자에게 충분히 설명된 내용을 이해한 후에는 어떤 방식으로 확인해야 하는가?,"['전자적 형태의 확인 방식(화면 터치(체크), 문자 입력 등)으로 서명(전자서명)하거나 자필로 기재하여 확인해야 합니다.']"
[['76522b50-9485-49d3-9650-9f832c5887e2']],0b9625d6-b725-4369-a266-b2057143541c,SHINHAN LIFE 526 상품의 특약은 무엇인가?,"['(간편)1-5종수술특약(무배당, 갱신형).']"
[['df7ac665-41c2-4ca1-abb6-cf65f29e9b36']],8c0de1f2-31a2-4dc7-b66c-bb1bdf6ba8d0,신한라이프 293 상품은 어떤 보험료납입면제특약을 포함하고 있는가?,"['(간편) [50%장해납입면제형] 보험료납입면제특약(무배당, 갱신형).']"
[['56c90d92-fe1e-4ff4-aaab-ad274939942d']],59ab2cff-3ad3-41bf-a0d1-d925696e6e53,암직접치료 입원급여금이 지급되는 경우는 어떤 경우인가요?,"['특약보험기간 중 피보험자가 암보장개시일 이후에 「암, 대장점막내암 또는 비침습방광암」, 갑상선암의 진단확정을 받고 적인 치료를 목적으로 1일 이상 입원한 경우에 지급됩니다.']"
[['e41095a9-c693-44ee-a68a-f1d87cf24cfa']],6fe22a70-5b7e-4342-a7ec-7c95af88d730,"요양병원암입원특약(무배당, 갱신형)의 가입금액 100만원 기준으로 암 대장점막내암 또는 비침습방광암에 대한 입원일수 1일당 요양병원암입원급여금은 얼마인가?",['1만원 (1회 입원당 90일 한도).']
[['d0fa9d1b-f39d-4604-a26a-c4bd83ed9bb4']],1a7d678b-c3a5-4615-831e-a11c688505bc,올페이급여금(올페이 100%형)의 대상계약 총 보험료 지급은 어떤 경우에 이루어지는가?,['10대보장으로 진단확정 된 경우에 대보장으로 진단확정 된 경우에 이루어집니다.']
[['2e7ee5dd-11ea-4420-acf2-616d5338f147']],316ae169-522a-4b27-ad01-39349216866f,특약 보장내용은 어디를 참고해야 하는가?,"['상품설명서의 ""보장내용""을 참고해야 합니다.']"
[['2a8c3e7e-bddc-49de-ae6b-a5878bb8f479']],0cfae92a-33ae-4f11-b51f-9e0c4852962a,체결시 발행되는 보험증명서는 무엇인가?,['체결증명서.']
[['1e256c5b-c49d-490f-a3ac-bb17661f0f82']],176a905e-8164-4490-9f7c-15bff1efc683,"응급실내원(응급환자)특약(무배당, 갱신형) 갱신형간편 응급실내원 응급환자 특약 무배당의 구분은 무엇인가?",['지급사유와 지급금액으로 구분됩니다.']
[['81ee480b-128a-40af-b468-0077f84b16b7']],10231b6e-19b7-4765-9510-6120690e0161,가입금액 100만원 기준으로 신한간편가입큐브종합건강보장보험의 180일 한도형과 30일 한도형의 입원급여금 차이는 무엇인가?,"['180일 한도형은 1회 입원당 180일 한도이고, 30일 한도형은 1회 입원당 30일 한도입니다.']"
[['9f6bbda3-426b-4b0c-adf3-666a59e2d979']],9bf1b9e0-abd6-4737-a242-a754855f0684,부표4 장해분류표 83은 어떤 내용을 다루고 있는가?,"['부표4는 장해분류표를 다루며, 83은 해당 표에서 어떤 항목을 의미한다.']"
[['270d1b78-eec1-422c-ae79-b946cc3d0cc0']],afd925b1-6497-4e8f-9338-04c718db9571,신한라이프의 본인일부부담금 산정특례 심장질환의 수술 상병에 대한 정보는 어디에 기재되어 있나요?,['[별첨2] 표 90.']
[['7108817f-a221-4aeb-9fc0-84e47f346b80']],14e710b6-a2eb-4c3a-b692-6ac3ab0d18be,보험계약자가 상품설명에 대한 내용을 충분히 이해하고 서명 또는 전자서명을 포함해야 하는 이유는 무엇인가요?,['소송이나 분쟁에서 계약자 등에게 불리하게 작용할 수 있기 때문에 상품설명에 대한 내용을 충분히 이해하고 서명(전자서명 포함)하는 것이 필요합니다.']
[['083b0ad4-1da9-4cad-87a1-52c2a41f8423']],ea40381f-2001-4486-a4b2-f21c6ab72b33,미만 계약일로부터 1년이 되는 시점의 계약해당일은 언제인가?,['1년 미만 계약해당일의 전날까지.']
[['4e6c7457-a966-4189-a2a1-e207d2103ff9']],57c8d542-1481-412f-8109-88e5bb2a92a1,"""기타피부암 및 갑상선암 보험금 지급기간""이란 무엇을 의미하는가?",['이는 「기타피부암 또는 갑상선암」 최초 진단확정일로부터 5차년도까지의 기간으로 보험금 지급 대상이 되는 기간을 말한다.']
[['7caee059-4414-49d3-8b17-b0ae8d630f53']],c4d1d0ba-937c-4f1b-8680-bd19b4189e9b,"'신한간편가입큐브종합건강보장보험(무배당, 해약환급금 미지급형)'의 특약보험가입금액의 1%를 지급하는 경우는 어떤 경우인가?",['최초계약의 계약일부터 1년 이내에 지급사유가 발생한 경우.']
[['1a97b0ef-a8c9-49f4-b445-d82d8a6f2736']],9790d86f-f216-4636-9d54-bc8087e1f0cd,특약의 보험금 지급사유가 더 이상 발생할 수 없는 경우에는 어떤 조치가 취해지나요?,"['특약의 보험금 지급사유가 더 이상 발생할 수 없는 경우에는 그 특약은 더 이상 효력이 없어지며, 주계약이 해지, 무효, 취소되거나 철회된 경우에도 마찬가지로 해당 특약은 효력이 없어집니다.']"
[['17c1bdd8-d3a6-4fe3-a955-558e3352ba93']],d91a3744-896c-4e28-9022-3601b3680bf8,"어떤 경우에 ""제자리암"" 또는 ""경계성종양""의 직 이후에 1일 이상 접적인 치료를 받는 경우 특약보험가입금액의 얼마를 지급받을 수 있는가?","['특약보험가입금액의 0.6%를 지급받을 수 있다. (다만, 최초계약의 계약일부터 1년 미만일 때는 특약보험가입금액의 0.3%를 지급함)']"
[['1962fff0-ff36-43b0-93b3-05a6e57f8eea']],d5ee2ccf-776f-478a-8e41-a25e0f49e140,건강진단을 하지 않는 미지급형 간편심사보험으로 건강진단을 하는 보험상품은 무엇인가?,"['신한간편가입큐브종합건강보장보험(무배당, 해약환급금 미지급형)입니다.']"
[['76f7d66d-e5ac-466a-bd02-09fe84c64bbd']],5a056bc4-acab-44c5-bad0-2bd0b8768528,어떤 혜택을 받을 수 있는 것인가?,"['포함의 5% 할인을 제공하는 ""큐브고객사랑 가족할인"" 혜택을 받을 수 있습니다.']"
[['8369a062-33d3-4001-a339-90bf2d059db1']],4227f09f-4ff4-4ab8-bdc6-a7808c53f9b3,"""암 특약""에서 어떤 종류의 암이 보장되는가?","['""갑상선암"", ""비침습방광암"", ""기타피부암"", ""대장점막내암"" 등이 보장됩니다.']"
[['2ce279fa-39d5-4d53-b9dc-89dab0366d88']],54ccef61-ede1-4701-be56-e87d8e88cce3,「재해골절치료급여금」에서 제외되는 치아의 파절 분류번호는 무엇인가?,['치아의 파절 분류번호 S02.5.']
[['ddfbc4a1-0324-42ba-9c52-99f12f8836ad']],b44aed80-ab21-45d9-94db-777a432751d6,일반형의 해약환급률을 곱한 금액으로 어떤 것을 받을 수 있는가?,['해약환급금.']
[['9980dfe8-a0e9-489b-b248-d649267bdf15']],6de43919-ed83-4f8b-8afc-c8e35a84fa1b,간편 요양병원암입원특약(무배당 갱신형) 상품의 병원 입원일수 별 암직접치료입원급여금은 어떻게 되는가?,"['대장점막내암 또는 비침습방광암에 대해서는 10만원(각각 1회 입원당 180일 한도), 기타피부암, 갑상선암, 제자리암, 경계성종양에 대해서는 6만원(각각 1회 입원당 180일 한도)가 적용됩니다.']"
[['521421dc-f2dc-4458-869e-04d7d2fbf64e']],33a14eb2-b0a3-4eef-8ac0-6bcdfefc46a7,SHINHAN LIFE 432의 특약 내용은 무엇인가요?,"['허혈심장질환진단특약(무배당, 갱신형).']"
[['2be6ac32-06c6-4453-9379-95f2bcf60e40']],12c9c8d2-c704-4b11-b5f9-d1822c1a3b12,"""암""을 대상으로 보장하는데 ""여성유방암 및 전립선암""이 제외되었을 때, 그 외의 암은 무엇을 포함하는가?","['""암"" 중에서 여성유방암 및 전립선암을 제외한 경우, 갑상선암에 해당하는 질병 중 ""수질성암(Medullary carcinoma)"" 또는 ""역형성암(Anaplastic carcinoma)""을 포함합니다.']"
[['fd8db0b3-2ce4-4c75-b4da-852fe31c658b']],3c692273-f8b9-4017-a4ed-77960cc87fe7,뇌출혈은 보장되는 경우와 보장되지 않는 경우가 어떻게 되나요?,"['뇌출혈은 재해로 인한 경우에만 보장되며, 다른 경우에는 보장되지 않습니다.']"
[['5bb49856-04ef-42ea-9d71-9fd9c8cfd066']],f5dcc8a0-602c-416e-abe4-d15b69600087,보험료를 반환하지 않은 경우에는 무효임을 알았거나 알았던 경우와 회사가 승낙 전에 무효임을 알았거나 된 경우에 회사가 납입한 날의 다음날부터 반환일까지의 기간에 대하여 무엇을 해야 하는가?,['이 계약의 보험계약대출이율을 연단위 복리로 확인해야 합니다.']
[['bace3dde-8c80-4f5d-8969-ec27d18ffa25']],27390eca-ebf2-4f5a-8ae2-35637cc001ae,"(간편)암주요치료특약(무배당, 갱신형)의 보험종목의 명칭은 무엇인가?",['암주요치료특약.']
[['b9e101ac-e6b4-4409-a117-cadc4e6b42bc']],f1d1f614-6487-401a-9b2e-a8261138cf86,"신한간편가입큐브종합건강보장보험(무배당, 해약환급금 미지급형)의 입원일수 1일당 상급종합병원입원급여금은 얼마인가요?",['1일당 만원.']
[['64a48c5b-e8b8-4423-a85f-cd4586db5589']],e3df40d3-f7f3-4e7a-868d-fd163275c152,SHINHAN LIFE 588 상품의 특약 종류는 무엇인가?,['(간편)간병인사용입원특약.']
[['35185dc3-5ae5-4baa-8a5e-6a4a7c931b4c']],314d43ce-3ede-4fd1-b446-312d0f5b72cd,"어떤 경우에 ""중증 갑상선암""의 보장개시일은 최초계약의 계약일이 될까요?","['""중증 갑상선암""의 보장개시일은 최초계약의 계약일부터 그날을 포함하여 지나간 날의 다음 날로 됩니다.']"
[['87215c2f-ce1d-4071-a490-6b6b69a78e85']],e7651f9d-98b6-443c-be01-5eca1b10ee00,"""이 특약의 피보험자가 특약보험기간 중 사망하였을 경우""와 같은 경우에는 특약의 효력이 없지만 어떤 경우에는 회사가 적립한 사망당시의 계약자적립액을 지급하는가?",['특약보험기간 중 피보험자가 사망한 경우에 회사가 적립한 사망당시의 계약자적립액을 계약자에게 지급합니다.']
[['f8f1bf74-c228-4258-858e-a7cda630b365']],b960f43a-2a80-49c9-91c9-2eccf74d21fb,특약보험기간 중에 피보험자가 갑상선암으로 진단확정되고 항암방사선치료를 받았을 때 최초 1회에 해당하는 금액은 얼마인가요?,"['특약보험가입금액의 2%. (다만, 최초계약의 1년 미만에 지급사유가 발생한 경우에는 ""특약보험가입금액의 1%"")']"
[['726b9bcb-4274-4597-895f-e7ad15ed0385']],6fb8d706-fc10-41d4-bc42-a8911d085fd7,사망한 특약보험기간 산출방법서에서 정해진 경우에 대해 어떤 내용을 계약자에게 지급하나요?,['사망당시의 계약자적립액을 계약자에게 지급합니다.']
[['2dacaa29-1622-4e4f-9853-588def411925']],1dd9b48b-063c-42dd-8264-19ac8690f5ec,"신한간편가입큐브종합건강보장보험(무배당, 해약환급금 미지급형)의 해약환급금 관련 조항은 몇 조인가요?",['제32조.']
[['933d4567-6173-4e80-b2eb-77f9f3eb033b']],05b21720-8008-4e2a-b880-b5e6c50e44da,간편심사와 일반심사의 차이는 무엇인가요?,"['간편심사는 주계약 가입금액이 100만원, 특약은 1,000만원 이하일 때 적용되고, 일반심사는 이를 초과할 때 적용됩니다.']"
[['3dd371e1-f570-42f0-bad9-30d8173dcc43']],c216a2be-64cd-4a25-ba21-b734c3c84324,어린이 보험의 보험료 납입은 언제까지 가능한가?,['어린이 보험의 보험료 납입은 최초계약의 계약일부터 1년이 되는 시점의 계약해당일의 전날까지 가능하다.']
[['98112776-25f2-4a85-82b2-1bb0d465aa69']],e34957aa-a5a9-43da-9435-23e23e7fa09a,"10일한도형 첫날부터입원특약(무배당, 갱신형)의 특약약관 번호는 무엇인가?",['103.']
[['441d9e54-d236-402d-8f76-b70795267bfd']],c7e37446-cc46-4654-a2a0-0f1425863d13,신한라이프의 혈전용해치료특약은 어떤 형태의 상품인가요?,"['간편형, 무배당, 갱신형 상품입니다.']"
[['f04a9575-7e69-43d4-b81b-0a3e07ad41f1']],30c91122-6c1c-46cf-9d86-166c89965316,"간편첫날부터상급종합병원입원특약(무배당, 해약환급금 미지급형)의 가입금액 기준은 얼마인가요?",['가입금액은 100만원 기준입니다.']
[['92bee85c-e917-4762-b712-313430c23533']],e3200b81-e0c3-48ed-8e17-f9c164f27921,간편 대상포진 통풍진단특약 무배당 갱신형) 갱신형[40]의 통원한 상급종합병원에 대한 통원급여금 지급횟수는 어떻게 되는가?,['상급종합병원 통원급여금의 경우 하루에 2회 이상 통원 치료시 1회에 한하여 지급합니다.']
[['8a17a958-0f0d-4db9-871b-ee701531d432']],91e2b1ae-171a-4eb2-82a0-f0b0d3a97a5e,간편진심을품은 대질병보장특약을 포함하는 보험의 명칭은 무엇인가?,['간편진심을품은3대질병보장특약(무배당).']
[['bc4737be-6c0a-4a5c-9eaa-1da2fe8db6a4']],061a554d-8a3f-4d08-bb09-666b354806c5,중증질환자 뇌혈관질환 산정특례가 적용되는 경우에 대해서 언제로부터 적용되는지 설명해 주세요.,"['""중증질환자[뇌혈관질환]산정특례가 적용되는 경우”는 등록된 날부터 적용됩니다.']"
[['9ccfa9bc-6db3-492a-adcb-3d41d31f6a19']],85fb4984-4038-4d08-abb4-2e60d10e9d84,계약체결비용은 무엇을 위해 보험료 중 일정비율을 책정한 것인가?,['계약관리비용으로 사용하기 위해 책정한 것입니다.']
[['fc5a4114-01a9-4104-8c8d-c071caed2a0d']],72dc6dca-329c-4248-a641-924ab63c1be1,특약보험가입금액의 0.6%가 지급되는 경우는 언제인가요?,['최초계약의 계약일부터 1년 미만에 지급사유가 발생한 경우에 지급됩니다.']
[['80556a63-d5cd-49d2-bb60-750042c18bbe']],84390105-b705-4718-b959-6dc954d0afbd,"간편 항암세기조절방사선치료특약은 어떤 질병을 제외한 ""암""을 말하는가?","['「기타피부암, 갑상선암 대장점막내암 및 비침습방광암」을 제외한 ""암""을 말합니다.']"
[['48b5d89b-0b5c-46de-bc51-df8736e6afc7']],df4df6d4-489c-474d-97bf-be01ce89c8a6,가입자 자격 요건이 무엇인가?,"['20세 이상 만 65세 미만의 성인인 경우, 신청시 중국내외 거주자로서 보험계약을 체결할 수 있는 자.']"
[['17010de0-f989-4454-807c-2e5913f08a6b']],9fc365a1-1033-4968-9d24-2237116ee159,"보험계약을 체결한 후 이륜자동차나 전동킥보드를 포함한 개인형 이동장치를 주로 사용하는 경우, 어떻게 기재해야 하나요?","['응, 이륜자동차나 전동킥보드를 포함한 개인형 이동장치를 주로 사용하는 경우에는 ""예""로 기재하고 계속적으로 사용하는 직업, 직무 또는 동호회 활동과 출퇴근용도 등을 기재해야 합니다.']"
[['f6187df0-bf32-4cd7-b9df-989fb2b1eeb0']],3e4fb75e-aa2b-4e86-9bb0-751ea15b95e1,"3~100% 장해형의 질병장해특약(무배당, 갱신형)의 보험료를 언제부터 납입해야 하는가?",['보험료는 특약 개시일과 보험계약일로부터 매월 선납 기준 최소 1개월부터 납입 가능하다.']
[['7d7d4b4e-f19a-46ae-b0d5-899941893098']],d7bca777-d1c7-4478-89cb-8d413fbe4d59,계약일로부터 2년이 되는 시점까지 최초계약자격에 해당하는 기간은 얼마인가?,['2년.']
[['7b2ecf4e-b461-467d-af82-1920d73ea84c']],d81539df-d1ad-431e-ae7d-7b2ae9f2cd15,간경화증이나 심장판막증을 보장해주는 보험상품은 무엇인가?,['투석중인 만성신장질환이나 특정뇌혈관질환을 포함한 보험상품이 간경화증이나 심장판막증을 보장합니다.']
[['0103d572-dae8-4650-8826-2b415d02c125']],4a20f442-ce2c-4de6-b73e-f8810ffaae83,간편 중증질환자 뇌혈관질환 산정특례대상보장특약의 특약보험가입금액의 미만에 재해 이 이는 어느 경우에 지급되는가?,"['최초계약의 계약일부터 1년 미만에 다만, 최초계약의 계약일부터 1년 이내에 재해 외의 원인으로 지급사유가 발생한 경우에 지급됩니다.']"
[['d0a27bfb-0a2f-4db6-b0bc-73f8182480d5']],0bad09a0-8284-4417-a0d1-046176b1ead6,보험료 납입기간 중 보험료가 면제된 경우에는 어떤 해약환급금을 계산하는가?,"['정상적으로 납입된 것으로 보고 ""다""의 해약환급금을 계산한다.']"
[['d6efd123-d0bc-4e77-87eb-4182bbd619c8']],8a78ed74-f74a-43e0-a334-734a8755984e,신한라이프가 제공하는 수술분류표를 확인할 수 있는 표의 번호는 몇 번인가?,['[별첨2] 표 24. 1~5종 수술분류표 1563.']
[['799c3975-31f0-4c0e-9184-b51fd6a54a7d']],f448e682-e3f3-4951-9327-5b39ac8e7e35,SHINHAN LIFE 692의 뇌전증진단특약은 어떤 형태의 특약인가?,"['(간편)뇌전증진단특약(무배당, 갱신형).']"
[['52e9c4ab-c2fa-466f-af7b-2cd5b5c53062']],7360bf99-eefa-4804-af44-5db7f16b5d77,어떤 특약이 간편 장해형 질병장해특약 무배당 갱신형 갱신형인가?,"['질병장해특약(무배당, 간편 장해형).']"
[['0adca9cc-9e08-479e-b406-0d9ae81b93c2']],19fe0f56-a701-4a95-999b-3f85d09c3e10,"카티(CAR-T)항암약물허가치료특약(무배당, 갱신형)의 보장특약의 보험료는 얼마인가?","['1,199원.']"
[['2416958b-dd28-4327-965a-ddea5ca017eb']],88d33e50-24cd-496b-b6a3-7e9330930cc0,「신한간편가입큐브종합건강보장보험에 부 주어진 계약자적립액 미지급형 상품에 대한 확인사항은 무엇인가요?,['「신한간편가입큐브종합건강보장보험에 부 부확인사항」은 상품설명서의 본문을 참고하여 일반적인 특징을 비교한 내용입니다.']
[['4239f3aa-26be-4de1-9a59-dbc23cdb1c4e']],b75f9181-e7ea-4ac1-8fb9-06c33f44d215,"특약보험기간 중 피보험자가 사망한 경우, 계약자에게 지급되는 사망당시의 적립액은 어떻게 정해지나요?","['회사가 산출방법서에서 정하는 바에 따라, 사망당시의 적립액을 계약자에게 지급하며 그날을 포함하여 90일이 지난 다음 날로 하며 갱신계약의 경우에도 동일한 방법이 적용됩니다.']"
[['ac4c1b02-78e0-4a32-99f0-aa3c08effef3']],d80417ba-edd2-404e-93d4-84783e764f15,지급금액이란 무엇을 의미하는가?,['간호·간병통합서비스를 사용하며 입원하는 경우에 대한 지급금액을 의미한다.']
[['70f46ecd-c6b6-4819-a734-81349e1dcf9b']],9c37ada7-3e89-4696-8fca-e099008c7f08,뇌전증 진단급여금의 특약보험가입금액의 지급율은 얼마인가?,"['특약보험가입금액의 100%. (다만, 최초계약의 계약일부터 1년 미만인 경우에는 입금액의 50%를 지급함)']"
[['5cf3fcb3-da56-4a56-8fd5-d3711fad546b']],4e34c262-2269-4e31-bd9d-b866b18ede80,신한간편가입큐브종합건강보장보험의 해약환급금 미지급형과 무배당의 차이점은 무엇인가요?,"['신한간편가입큐브종합건강보장보험의 해약환급금 미지급형은 해약시에 환급금이 미지급되는 형태이고, 무배당은 배당금이 없는 형태입니다.']"
[['e8e52b82-9c3f-4afc-850f-7059dec8ba1e']],5d407a3b-0200-46ba-937d-64a5bfb96c05,"뇌전증진단특약(무배당, 갱신형)의 상품명은 무엇인가?",['(간편)뇌전증진단특약.']
[['0a227742-759b-4c37-bfe5-7bb2d5bab70c']],e10f0073-ef29-426d-ab47-8a139f21f1ec,"이 특약의 ""암""은 어떤 암을 제외한 것을 말하나요?","['""기타피부암, 갑상선암, 대장점막내암, 비침습방광암""을 제외한 암을 말합니다.']"
[['cc831f46-fdc3-4a76-ad86-8a5193141b97']],0b48b7b1-d79e-4958-a7ba-9efde9418420,신한간편가입큐브종합건강보장보험의 해약환급금은 어떤 형태로 이루어지는가?,['미지급형으로 이루어집니다.']
[['2c934768-b390-47bb-b39a-7a3e620f3e1e']],c8ac4ea8-9c22-4dc1-aa91-b39e92cd0797,계약이 해지된 경우 해약환급금을 받지 않은 경우 일정 기간 내에 회사가 정한 절차에 따라 청약할 수 있는 사항은 무엇인가요?,['계약의 부활(효력회복)을 청약할 수 있습니다.']
[['62723b06-b6ed-41ae-9877-7bc7cb0743c5']],7058171a-5456-4f49-9117-4df5d3213a67,4종 수술급여금 특약에서 수술을 받았을 때 지급되는 금액은 보험가입금액의 어느 비율인가?,['보험가입금액의 10%입니다.']
